id,rated,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,time_base,time_increment,game_duration_mins,rating_gap,avg_rating,rating_tier,time_control_category,opening_family,is_upset,white_wins,turns_zscore,is_draw
uOx3YYrc,True,80,resign,black,pachiviris,1349.0,i_am_mariam,1383,D00,Queen's Pawn Game: Mason Attack,3,13.0,0.0,26.0,-34.0,1366.0,Intermediate,Classical,Queen's Pawn Game,False,0,0.6499434479065015,0
bRkJWIYs,True,29,resign,black,i_am_mariam,1399.0,pachiviris,1335,C44,Scotch Game: Lolli Variation,6,13.0,0.0,26.0,64.0,1367.0,Intermediate,Classical,Scotch Game,True,0,-0.9567129382983356,0
ML1azgpb,True,27,resign,black,i_am_mariam,1183.0,irakli,1427,C45,Scotch Game,7,5.0,5.0,12.25,-244.0,1305.0,Intermediate,Blitz,Scotch Game,False,0,-1.0197190710906823,0
VBJxhSUo,True,66,resign,black,i_am_mariam,1405.0,rajapirka,1632,B12,Caro-Kann Defense: Maroczy Variation,5,15.0,0.0,30.0,-227.0,1518.0,Advanced,Classical,Caro-Kann Defense,False,0,0.20890051836007564,0
1Uz1cIyf,True,72,mate,black,penesin,1377.0,i_am_mariam,1392,C22,Center Game: Normal Variation,6,10.0,0.0,20.0,-15.0,1384.0,Intermediate,Rapid,Center Game,False,0,0.3979189167371153,0
bIEBCC9G,True,8,resign,black,penesin,1391.0,i_am_mariam,1378,C22,Center Game: Normal Variation,6,10.0,0.0,20.0,13.0,1384.0,Intermediate,Rapid,Center Game,True,0,-1.6182773326179745,0
ApBNB83G,True,83,resign,white,howichok,1453.0,i_am_mariam,1389,A40,Horwitz Defense,2,10.0,0.0,20.0,64.0,1421.0,Intermediate,Rapid,Horwitz Defense,False,1,0.7444526470950213,0
a8qqE4lg,True,73,draw,draw,howichok,1455.0,i_am_mariam,1387,D00,Queen's Pawn Game,2,10.0,0.0,20.0,68.0,1421.0,Intermediate,Rapid,Queen's Pawn Game,False,0,0.4294219831332886,1
m2PK0MFq,False,103,outoftime,white,lubo10,1466.0,yamen86,1529,D08,Queen's Gambit Refused: Albin Countergambit,4,10.0,0.0,20.0,-63.0,1498.0,Intermediate,Rapid,Queen's Gambit Refused,True,1,1.374513975018487,0
KmGbWRAu,False,26,resign,white,lubo10,1466.0,tao1122,1297,D02,Queen's Pawn Game: Chigorin Variation,4,10.0,15.0,26.5,169.0,1382.0,Intermediate,Rapid,Queen's Pawn Game,False,1,-1.0512221374868553,0
NmJ79CvK,False,62,mate,black,brauliobd947717,1445.0,lubo10,1466,B23,Sicilian Defense: Closed,4,10.0,0.0,20.0,-21.0,1456.0,Intermediate,Rapid,Sicilian Defense,False,0,0.08288825277538255,0
GiaLTHMH,False,150,mate,black,diegozmh7,1500.0,lubo10,1466,C20,King's Pawn Game: Wayward Queen Attack,3,8.0,8.0,36.0,34.0,1483.0,Intermediate,Rapid,King's Pawn Game,True,0,2.8551580956386307,0
NhGYnJFZ,False,4,resign,black,libertas,1415.0,lubo10,1466,D01,Queen's Pawn Game: Chigorin Variation,4,5.0,8.0,10.53,-51.0,1440.0,Intermediate,Blitz,Queen's Pawn Game,False,0,-1.7442895982026676,0
qndc4Gua,False,28,outoftime,black,gohardlikeputin,1500.0,lubo10,1466,A00,Van't Kruijs Opening,1,2.0,15.0,11.0,34.0,1483.0,Intermediate,Bullet,Van't Kruijs Opening,True,0,-0.9882160046945089,0
orKxScLk,False,88,outoftime,black,lubo10,1466.0,snilleblixten,1533,B54,Sicilian Defense,5,8.0,4.0,21.87,-67.0,1500.0,Intermediate,Rapid,Sicilian Defense,False,0,0.9019679790758878,0
mFGYvAie,True,97,resign,black,romualdos,1549.0,lubo10,1466,C07,French Defense: Tarrasch Variation |  Chistyakov Defense |  Modern Line,20,19.0,45.0,110.75,83.0,1508.0,Advanced,Classical,French Defense,True,0,1.1854955766414472,0
YKbY0Vsc,False,58,mate,black,lubo10,1466.0,addgun,1500,B13,Caro-Kann Defense: Exchange Variation,5,8.0,0.0,16.0,-34.0,1483.0,Intermediate,Rapid,Caro-Kann Defense,False,0,-0.043124012809310566,0
d6Iu0HW2,False,39,mate,white,lubo10,1466.0,cropsy,1500,A02,Bird Opening,1,10.0,8.0,25.2,-34.0,1483.0,Intermediate,Rapid,Bird Opening,True,1,-0.6416822743366029,0
fPs2gdTz,False,36,resign,black,cropsy,1500.0,lubo10,1466,D00,Queen's Pawn Game,2,10.0,8.0,24.8,34.0,1483.0,Intermediate,Rapid,Queen's Pawn Game,True,0,-0.7361914735251227,0
YFh1OkAd,True,46,mate,black,moty1,1500.0,didit,1500,B07,Pirc Defense #4,2,5.0,5.0,13.83,0.0,1500.0,Intermediate,Blitz,Pirc Defense #4,False,0,-0.4211608095633899,0
u1vZFHlL,True,101,mate,white,vindiomax,1251.0,moty1,1166,C41,Philidor Defense #3,5,10.0,0.0,20.0,85.0,1208.0,Intermediate,Rapid,Philidor Defense #3,False,1,1.3115078422261404,0
1UtoXhHJ,True,62,mate,black,moty1,1216.0,pen18,1584,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,9.0,6.0,24.2,-368.0,1400.0,Intermediate,Rapid,Scandinavian Defense,False,0,0.08288825277538255,0
bjpL1ZQZ,True,29,mate,white,pen18,1580.0,moty1,1257,C40,King's Knight Opening,3,9.0,6.0,20.9,323.0,1418.0,Intermediate,Rapid,King's Knight Opening,False,1,-0.9567129382983356,0
r147vt7e,False,111,mate,white,moty1,1068.0,alliekatxoxo1,807,C20,King's Pawn Game: Leonardis Variation,3,7.0,2.0,17.7,261.0,938.0,Beginner,Rapid,King's Pawn Game,False,1,1.6265385061878732,0
thowfqmx,False,91,outoftime,white,moty1,1076.0,alliekatxoxo1,807,C21,Center Game,5,20.0,8.0,52.13,269.0,942.0,Beginner,Classical,Center Game,False,1,0.9964771782644076,0
wr2hpxd0,False,92,mate,black,alliekatxoxo1,807.0,moty1,1076,D00,Queen's Pawn Game #2,3,20.0,8.0,52.27,-269.0,942.0,Beginner,Classical,Queen's Pawn Game #2,False,0,1.0279802446605808,0
12uzibn4,False,25,resign,white,moty1,1076.0,alliekatxoxo1,807,C20,King's Pawn Game: Leonardis Variation,3,20.0,8.0,43.33,269.0,942.0,Beginner,Classical,King's Pawn Game,False,1,-1.0827252038830286,0
eavyc681,False,45,mate,white,miladghasemi,1011.0,moty1,1076,C20,King's Pawn Game: Leonardis Variation,3,10.0,0.0,20.0,-65.0,1044.0,Beginner,Rapid,King's Pawn Game,True,1,-0.45266387595956314,0
07qtttdh,False,101,outoftime,white,moty1,1076.0,miladghasemi,1011,C20,King's Pawn Game: Leonardis Variation,3,10.0,0.0,20.0,65.0,1044.0,Beginner,Rapid,King's Pawn Game,False,1,1.3115078422261404,0
6bafjkfg,True,32,mate,black,moty1,1500.0,lelacrosby,1383,D00,Queen's Pawn Game #2,3,8.0,0.0,16.0,117.0,1442.0,Intermediate,Rapid,Queen's Pawn Game #2,True,0,-0.8622037391098157,0
ZUB9i9KD,True,17,outoftime,white,nekiy,1529.0,skylar-morgan123,1088,C00,French Defense #2,2,10.0,8.0,22.27,441.0,1308.0,Intermediate,Rapid,French Defense #2,False,1,-1.334749735052415,0
TZZfUw7O,True,17,resign,white,audi-razborka,1671.0,skylar-morgan123,1094,A00,Van't Kruijs Opening,1,10.0,10.0,22.83,577.0,1382.0,Intermediate,Rapid,Van't Kruijs Opening,False,1,-1.334749735052415,0
9213Cgol,True,23,resign,white,slavam,1444.0,skylar-morgan123,1118,A40,Queen's Pawn,1,6.0,6.0,14.3,326.0,1281.0,Intermediate,Rapid,Queen's Pawn,False,1,-1.1457313366753752,0
zAUu6xjg,True,9,resign,black,skylar-morgan123,1121.0,vicente_gar_bra,1831,A00,Hungarian Opening,1,5.0,8.0,11.2,-710.0,1476.0,Intermediate,Blitz,Hungarian Opening,False,0,-1.5867742662218012,0
ffE0eoW5,True,13,resign,white,vulpinigunner,1375.0,skylar-morgan123,1167,B07,Pirc Defense #4,2,10.0,0.0,20.0,208.0,1271.0,Intermediate,Rapid,Pirc Defense #4,False,1,-1.460762000637108,0
Cevosy96,False,21,resign,white,quao,1501.0,skylar-morgan123,1030,C00,French Defense: Normal Variation,3,5.0,8.0,12.8,471.0,1266.0,Intermediate,Blitz,French Defense,False,1,-1.2087374694677218,0
IyyzP0mj,True,23,resign,white,corshun,1410.0,skylar-morgan123,1500,B07,Pirc Defense #5,3,5.0,25.0,19.58,-90.0,1455.0,Intermediate,Blitz,Pirc Defense #5,True,1,-1.1457313366753752,0
5CXuugNv,True,47,mate,white,scardanelli,1198.0,cocoronco123,1571,A40,Queen's Pawn,1,11.0,2.0,23.57,-373.0,1384.0,Intermediate,Classical,Queen's Pawn,True,1,-0.38965774316721663,0
blhg30qk,True,3,resign,white,cocoronco123,1500.0,scardanelli,1202,A00,Sodium Attack,1,11.0,2.0,22.1,298.0,1351.0,Intermediate,Classical,Sodium Attack,False,1,-1.7757926645988409,0
OlSbQOu6,False,31,resign,white,cptobvious,1500.0,gr3ch,1209,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8,10.0,3.0,21.55,291.0,1354.0,Intermediate,Rapid,Ruy Lopez,False,1,-0.893706805505989,0
awl2EFfF,False,15,resign,black,gr3ch,1209.0,berdde,1429,C42,Petrov's Defense #2,5,10.0,3.0,20.75,-220.0,1319.0,Intermediate,Rapid,Petrov's Defense #2,False,0,-1.3977558678447615,0
wi5hQYbG,True,115,resign,white,paulusii,1527.0,gr3ch,1212,C45,Scotch Game,7,25.0,0.0,50.0,315.0,1370.0,Intermediate,Classical,Scotch Game,False,1,1.7525507717725664,0
XE3upCTG,True,37,mate,white,gr3ch,1174.0,jebiscool,1500,C46,Four Knights Game: Italian Variation,7,5.0,8.0,14.93,-326.0,1337.0,Intermediate,Blitz,Four Knights Game,True,1,-0.7046884071289494,0
ChoZxjDQ,False,31,outoftime,white,gr3ch,1174.0,ahmed_hisham,1500,C41,Philidor Defense #3,5,6.0,10.0,17.17,-326.0,1337.0,Intermediate,Rapid,Philidor Defense #3,True,1,-0.893706805505989,0
nJQnDe7U,False,14,mate,black,ahmed_hisham,1500.0,gr3ch,1174,C24,Bishop's Opening: Ponziani Gambit,5,6.0,10.0,14.33,326.0,1337.0,Intermediate,Rapid,Bishop's Opening,True,0,-1.4292589342409348,0
zerjgddu,False,95,resign,white,gr3ch,1174.0,ahmed_hisham,1500,A00,Van't Kruijs Opening,1,6.0,10.0,27.83,-326.0,1337.0,Intermediate,Rapid,Van't Kruijs Opening,True,1,1.1224894438491007,0
ZnhkvCHu,False,107,mate,white,toroid,1500.0,gr3ch,1174,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4,20.0,0.0,40.0,326.0,1337.0,Intermediate,Classical,King's Pawn Game,False,1,1.50052624060318,0
f6ZG1RO2,True,70,mate,black,okanava,1458.0,gharybeh,1485,C22,Center Game: Normal Variation,6,30.0,0.0,60.0,-27.0,1472.0,Intermediate,Classical,Center Game,False,0,0.33491278394476875,0
2RmkFRKu,True,76,mate,black,okanava,1613.0,gharybeh,1472,C50,Giuoco Piano,6,30.0,0.0,60.0,141.0,1542.0,Advanced,Classical,Giuoco Piano,True,0,0.5239311823218085,0
ElvyqfrW,True,36,resign,white,sashik,2059.0,okanava,1640,B01,Scandinavian Defense: Modern Variation #2,4,8.0,2.0,17.2,419.0,1850.0,Expert,Rapid,Scandinavian Defense,False,1,-0.7361914735251227,0
0CP83noT,True,69,resign,white,okanava,1500.0,1714-2014,1422,C20,King's Pawn Game: Leonardis Variation,3,10.0,15.0,37.25,78.0,1461.0,Intermediate,Rapid,King's Pawn Game,False,1,0.30340971754859547,0
2BAAOqIN,True,47,mate,white,rtrtyey,1667.0,kaan_noyan,1500,E00,Kangaroo Defense: Keres Defense |  Transpositional Variation,5,7.0,2.0,15.57,167.0,1584.0,Advanced,Rapid,Kangaroo Defense,False,1,-0.38965774316721663,0
RSRm29i4,True,36,resign,white,brahim_mkr,1348.0,kamikazo,1557,C46,Three Knights Opening,5,10.0,10.0,26.0,-209.0,1452.0,Intermediate,Rapid,Three Knights Opening,True,1,-0.7361914735251227,0
Yh8bMb0P,True,73,mate,white,kamikazo,1550.0,brahim_mkr,1500,A28,English Opening: Four Knights System |  Nimzowitsch Variation,7,10.0,10.0,32.17,50.0,1525.0,Advanced,Rapid,English Opening,False,1,0.4294219831332886,0
4c813YSv,True,104,resign,black,trial-__gre,1588.0,speedlearn,1533,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,15.0,5.0,38.67,55.0,1560.0,Advanced,Classical,Scandinavian Defense,True,0,1.4060170414146602,0
7lyNsOKb,True,21,resign,white,trial-__gre,1581.0,yandelo,1500,C41,Philidor Defense #2,4,15.0,5.0,31.75,81.0,1540.0,Advanced,Classical,Philidor Defense #2,False,1,-1.2087374694677218,0
IWZbujcy,True,12,resign,white,trial-__gre,1571.0,ser174,1558,C41,Philidor Defense #2,4,15.0,5.0,31.0,13.0,1564.0,Advanced,Classical,Philidor Defense #2,False,1,-1.4922650670332813,0
54T3X2uj,True,35,outoftime,white,trial-__gre,1560.0,barrabasmail,1522,B32,Sicilian Defense: Franco-Sicilian Variation,6,15.0,5.0,32.92,38.0,1541.0,Advanced,Classical,Sicilian Defense,False,1,-0.767694539921296,0
QBLj8DlS,True,47,resign,white,trial-__gre,1560.0,adel1969,1547,C40,King's Pawn Game: Damiano Defense,4,15.0,5.0,33.92,13.0,1554.0,Advanced,Classical,King's Pawn Game,False,1,-0.38965774316721663,0
13A6xNW7,True,68,mate,black,xstyle,1526.0,trial-__gre,1542,A00,Saragossa Opening,1,15.0,5.0,35.67,-16.0,1534.0,Advanced,Classical,Saragossa Opening,False,0,0.2719066511524222,0
H7XA5jqJ,True,100,resign,black,bensk,1517.0,trial-__gre,1531,D02,Queen's Pawn Game: Chigorin Variation,4,15.0,5.0,38.33,-14.0,1524.0,Advanced,Classical,Queen's Pawn Game,False,0,1.280004775829967,0
n4prFhwI,True,81,resign,white,trial-__gre,1511.0,henny,1418,C41,Philidor Defense #3,5,15.0,5.0,36.75,93.0,1464.0,Intermediate,Classical,Philidor Defense #3,False,1,0.6814465143026748,0
Ma3XFU1Z,True,112,outoftime,black,trial-__gre,1519.0,ches_acc_cuandrej,1306,C47,Four Knights Game: Scotch Variation Accepted,8,15.0,5.0,39.33,213.0,1412.0,Intermediate,Classical,Four Knights Game,True,0,1.6580415725840465,0
oAWZTknM,True,69,resign,white,trial-__gre,1513.0,lelediferrara,1350,C44,Scotch Game,5,15.0,5.0,35.75,163.0,1432.0,Intermediate,Classical,Scotch Game,False,1,0.30340971754859547,0
LrSVml8V,True,119,mate,white,trial-__gre,1501.0,viramundo,1499,C41,Philidor Defense #3,5,15.0,5.0,39.92,2.0,1500.0,Intermediate,Classical,Philidor Defense #3,False,1,1.8785630373572593,0
VMTl0qqo,True,123,resign,white,trial-__gre,1486.0,algar,1568,C45,Scotch Game: Potter Variation,9,15.0,5.0,40.25,-82.0,1527.0,Advanced,Classical,Scotch Game,True,1,2.0045753029419524,0
MZdxUsly,True,26,resign,black,trial-__gre,1501.0,doctorsuage,1404,C46,Four Knights Game: Italian Variation,7,15.0,5.0,32.17,97.0,1452.0,Intermediate,Classical,Four Knights Game,True,0,-1.0512221374868553,0
2iIwlAqq,True,128,mate,black,trial-__gre,1519.0,merde,1330,C27,Vienna Game,3,15.0,5.0,40.67,189.0,1424.0,Intermediate,Classical,Vienna Game,True,0,2.162090634922819,0
hFygaJm8,True,96,mate,black,trial-__gre,1536.0,behpour-shi,1399,D02,Queen's Pawn Game: Chigorin Variation,4,15.0,5.0,38.0,137.0,1468.0,Intermediate,Classical,Queen's Pawn Game,True,0,1.153992510245274,0
AcCDBKeI,True,135,mate,white,trial-__gre,1524.0,sahmeran,1448,A00,Hungarian Opening,1,15.0,5.0,41.25,76.0,1486.0,Intermediate,Classical,Hungarian Opening,False,1,2.3826120996960314,0
TLvyDS6E,True,47,mate,white,trial-__gre,1515.0,robertoac,1421,D06,Queen's Gambit Refused: Marshall Defense,4,10.0,8.0,26.27,94.0,1468.0,Intermediate,Rapid,Queen's Gambit Refused,False,1,-0.38965774316721663,0
oOX3ZSyc,True,23,mate,white,trial-__gre,1510.0,wilk,1283,D20,Queen's Gambit Accepted: Saduleto Variation,5,15.0,5.0,31.92,227.0,1396.0,Intermediate,Classical,Queen's Gambit Accepted,False,1,-1.1457313366753752,0
qooiHedB,True,77,mate,white,trial-__gre,1498.0,gio-chess,1537,D06,Queen's Gambit Refused: Austrian Defense,4,10.0,0.0,20.0,-39.0,1518.0,Advanced,Rapid,Queen's Gambit Refused,True,1,0.5554342487179817,0
GgSPdAV7,True,47,mate,white,trial-__gre,1489.0,gio-chess,1500,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,5.0,8.0,16.27,-11.0,1494.0,Intermediate,Blitz,Englund Gambit Complex,True,1,-0.38965774316721663,0
TMhkCy7Z,True,82,resign,black,giuseppe-nantes,1361.0,trial-__gre,1481,B20,Sicilian Defense: Bowdler Attack,3,10.0,0.0,20.0,-120.0,1421.0,Intermediate,Rapid,Sicilian Defense,False,0,0.7129495806988481,0
OeouScGh,True,39,resign,white,trial-__gre,1470.0,torpido,1438,E61,King's Indian Defense,6,25.0,0.0,50.0,32.0,1454.0,Intermediate,Classical,King's Indian Defense,False,1,-0.6416822743366029,0
PAQUNQay,True,31,resign,black,trial-__gre,1481.0,paulot,1515,A40,Horwitz Defense,2,20.0,30.0,55.5,-34.0,1498.0,Intermediate,Classical,Horwitz Defense,False,0,-0.893706805505989,0
IeAl48MW,True,53,resign,white,ostap1964,1772.0,trial-__gre,1485,B40,Sicilian Defense: French Variation,4,5.0,8.0,17.07,287.0,1628.0,Advanced,Blitz,Sicilian Defense,False,1,-0.20063934479017695,0
t4B5UKq4,True,46,resign,white,trial-__gre,1475.0,ozi,1387,A40,Queen's Pawn,1,10.0,0.0,20.0,88.0,1431.0,Intermediate,Rapid,Queen's Pawn,False,1,-0.4211608095633899,0
EBW4Mglp,True,11,mate,white,droningbard,1213.0,trial-__gre,1489,D00,Queen's Pawn Game #3,4,5.0,8.0,11.47,-276.0,1351.0,Intermediate,Blitz,Queen's Pawn Game #3,True,1,-1.5237681334294546,0
5wjdYZnY,True,32,mate,black,trial-__gre,1502.0,aaoott,1318,D08,Queen's Gambit Refused: Albin Countergambit,4,7.0,7.0,17.73,184.0,1410.0,Intermediate,Rapid,Queen's Gambit Refused,True,0,-0.8622037391098157,0
itzogi3B,True,50,resign,black,trial-__gre,1522.0,totoj,1289,A54,Old Indian Defense: Ukrainian Variation,6,11.0,8.0,28.67,233.0,1406.0,Intermediate,Classical,Old Indian Defense,True,0,-0.2951485439786968,0
0Mfz0EA1,False,27,resign,white,trial-__gre,1392.0,blunder,1254,D15,Slav Defense: Three Knights Variation,7,10.0,0.0,20.0,138.0,1323.0,Intermediate,Rapid,Slav Defense,False,1,-1.0197190710906823,0
zTx4YImd,True,57,resign,white,trial-__gre,1535.0,yaris,1318,A40,Horwitz Defense,2,5.0,8.0,17.6,217.0,1426.0,Intermediate,Blitz,Horwitz Defense,False,1,-0.07462707920548384,0
XAPGM2sc,True,89,mate,white,alizarei,1338.0,trial-__gre,1539,B20,Sicilian Defense,2,8.0,0.0,16.0,-201.0,1438.0,Intermediate,Rapid,Sicilian Defense,True,1,0.9334710454720611,0
6tjettIT,True,58,outoftime,black,tori92,2096.0,reza-kondazi,1901,B13,Caro-Kann Defense: Exchange Variation,5,10.0,0.0,20.0,195.0,1998.0,Expert,Rapid,Caro-Kann Defense,True,0,-0.043124012809310566,0
glk9SiIG,True,68,resign,black,reza-kondazi,1920.0,tori92,2087,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5,10.0,0.0,20.0,-167.0,2004.0,Expert,Rapid,Queen's Pawn Game,False,0,0.2719066511524222,0
hrnqkGeJ,True,54,mate,black,ashilov,2004.0,tori92,2073,C47,Four Knights Game: Scotch Variation Accepted,8,5.0,8.0,17.2,-69.0,2038.0,Expert,Blitz,Four Knights Game,False,0,-0.16913627839400366,0
3CB6Onyb,True,113,mate,white,tori92,2084.0,sunsettosunrise,2066,B70,Sicilian Defense: Dragon Variation,10,10.0,0.0,20.0,18.0,2075.0,Expert,Rapid,Sicilian Defense,False,1,1.6895446389802198,0
lKTxTrKz,True,149,resign,white,tori92,2074.0,belgranocbafilialita,1908,C41,Philidor Defense #2,4,5.0,5.0,22.42,166.0,1991.0,Expert,Blitz,Philidor Defense #2,False,1,2.8236550292424574,0
KcmaRSxt,True,64,mate,black,huntermind,1788.0,tori92,2067,B02,Alekhine Defense: Two Pawn Attack,5,5.0,5.0,15.33,-279.0,1928.0,Expert,Blitz,Alekhine Defense,False,0,0.1458943855677291,0
JwFWnETl,True,74,resign,black,aalmeida,1819.0,tori92,2052,B03,Alekhine Defense,6,2.0,10.0,16.33,-233.0,1936.0,Expert,Bullet,Alekhine Defense,False,0,0.4609250495294619,0
8dRrl55X,True,47,resign,white,tori92,2047.0,artsk757,1710,B05,Alekhine Defense: Modern Variation |  Main Line,8,10.0,0.0,20.0,337.0,1878.0,Expert,Rapid,Alekhine Defense,False,1,-0.38965774316721663,0
wFstU6H4,True,117,mate,white,vit2014,2136.0,tori92,2062,D02,Queen's Pawn Game: Symmetrical Variation,4,10.0,5.0,29.75,74.0,2099.0,Expert,Rapid,Queen's Pawn Game,False,1,1.8155569045649127,0
I68gWMT3,True,59,outoftime,white,tori92,2063.0,danlokgarzon,2027,B06,Robatsch (Modern) Defense,4,25.0,0.0,50.0,36.0,2045.0,Expert,Classical,Robatsch (Modern) Defense,False,1,-0.011620946413137287,0
jEV6APzw,True,117,resign,white,tori92,2048.0,2700172,1924,C44,Ponziani Opening: Jaenisch Counterattack,6,5.0,21.0,50.95,124.0,1986.0,Expert,Blitz,Ponziani Opening,False,1,1.8155569045649127,0
myf3zxVd,False,31,resign,white,tori92,1804.0,babacom,1997,C47,Four Knights Game: Italian Variation |  Noa Gambit,9,19.0,4.0,40.07,-193.0,1900.0,Expert,Classical,Four Knights Game,True,1,-0.893706805505989,0
qtO43RJL,True,55,resign,white,nesa10,2051.0,tori92,2072,C70,Ruy Lopez,6,10.0,0.0,20.0,-21.0,2062.0,Expert,Rapid,Ruy Lopez,True,1,-0.1376332119978304,0
zI4GBeD7,True,67,resign,white,tori92,2057.0,2700172,1923,C44,Ponziani Opening: Jaenisch Counterattack,6,5.0,21.0,33.45,134.0,1990.0,Expert,Blitz,Ponziani Opening,False,1,0.24040358475624893,0
KEywC6kR,True,82,resign,black,2700172,1922.0,tori92,2040,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,5.0,21.0,38.7,-118.0,1981.0,Expert,Blitz,Italian Game,False,0,0.7129495806988481,0
dcGMkHUE,True,144,draw,draw,nolp,2063.0,tori92,2038,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,30.0,1.0,62.4,25.0,2050.0,Expert,Classical,Ruy Lopez,False,0,2.666139697261591,1
uc2tMYfY,True,53,resign,white,tori92,2003.0,nolp,2078,C44,Ponziani Opening,5,30.0,1.0,60.88,-75.0,2040.0,Expert,Classical,Ponziani Opening,True,1,-0.20063934479017695,0
bx2fK6DQ,True,52,resign,white,tori92,1996.0,astass,1618,C44,Ponziani Opening,5,5.0,10.0,18.67,378.0,1807.0,Expert,Blitz,Ponziani Opening,False,1,-0.23214241118635023,0
fPjHFTNL,True,138,draw,draw,jafari,1804.0,tori92,2013,D00,Queen's Pawn Game #3,4,6.0,8.0,30.4,-209.0,1908.0,Expert,Rapid,Queen's Pawn Game #3,False,0,2.4771212988845512,1
TAJtb4qg,True,46,resign,black,pikur,1834.0,tori92,1994,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,10.0,4.0,23.07,-160.0,1914.0,Expert,Rapid,Ruy Lopez,False,0,-0.4211608095633899,0
UUqJfPGz,True,43,resign,white,vladimir-kramnik-1,1653.0,elena1,1711,B06,Robatsch (Modern) Defense,4,15.0,10.0,37.17,-58.0,1682.0,Advanced,Classical,Robatsch (Modern) Defense,True,1,-0.5156700087519097,0
WKCIzgls,True,85,resign,black,vladimir-kramnik-1,1663.0,gid,1706,C62,Ruy Lopez: Steinitz Defense,6,10.0,5.0,27.08,-43.0,1684.0,Advanced,Rapid,Ruy Lopez,False,0,0.8074587798873679,0
3tX9qTuT,True,49,resign,white,iosif22,1692.0,vladimir-kramnik-1,1674,C00,French Defense: Knight Variation,3,15.0,5.0,34.08,18.0,1683.0,Advanced,Classical,French Defense,False,1,-0.32665161037487006,0
SitO3W0e,True,69,mate,white,ponchic,1631.0,vladimir-kramnik-1,1698,C00,French Defense: La Bourdonnais Variation,3,15.0,0.0,30.0,-67.0,1664.0,Advanced,Classical,French Defense,True,1,0.30340971754859547,0
M0yXzeAG,True,87,resign,black,vladimir-kramnik-1,1708.0,dater,1772,A40,English Defense,4,8.0,10.0,30.5,-64.0,1740.0,Advanced,Rapid,English Defense,False,0,0.8704649126797145,0
FaBFS4A6,True,114,resign,black,vladimir-kramnik-1,1724.0,javadhajizadeh,1545,D20,Queen's Gambit Accepted: Saduleto Variation,5,8.0,10.0,35.0,179.0,1634.0,Advanced,Rapid,Queen's Gambit Accepted,True,0,1.721047705376393,0
BceRT6ia,True,56,resign,black,masa-90,1723.0,vladimir-kramnik-1,1713,C00,French Defense: King's Indian Attack,3,8.0,10.0,25.33,10.0,1718.0,Advanced,Rapid,French Defense,True,0,-0.10613014560165712,0
FWZXrmbd,True,34,mate,black,aleksey-2014,1642.0,vladimir-kramnik-1,1703,D00,Queen's Pawn Game,2,15.0,8.0,34.53,-61.0,1672.0,Advanced,Classical,Queen's Pawn Game,False,0,-0.7991976063174693,0
Kos4NQdt,True,49,mate,white,vladimir-kramnik-1,1689.0,pawnsya,1770,D11,Slav Defense: Modern Line,5,8.0,10.0,24.17,-81.0,1730.0,Advanced,Rapid,Slav Defense,True,1,-0.32665161037487006,0
45JKnaVt,True,59,resign,white,fedorstar,1763.0,vladimir-kramnik-1,1698,A20,English Opening: King's English Variation,2,10.0,10.0,29.83,65.0,1730.0,Advanced,Rapid,English Opening,False,1,-0.011620946413137287,0
gjjlb3Wr,True,86,resign,white,vladimir-kramnik-1,1693.0,join7,1477,C41,Philidor Defense,5,17.0,17.0,58.37,216.0,1585.0,Advanced,Classical,Philidor Defense,False,1,0.8389618462835412,0
QzdedoG5,True,85,resign,white,toka,1664.0,vladimir-kramnik-1,1706,C02,French Defense: Advance Variation,8,8.0,5.0,23.08,-42.0,1685.0,Advanced,Rapid,French Defense,True,1,0.8074587798873679,0
Zj6afVMU,True,70,mate,black,chp-3,1500.0,vladimir-kramnik-1,1701,C00,French Defense: Steinitz Attack,3,10.0,5.0,25.83,-201.0,1600.0,Advanced,Rapid,French Defense,False,0,0.33491278394476875,0
jmgEVnjI,True,46,resign,black,billooji,1680.0,vladimir-kramnik-1,1677,D00,Queen's Pawn Game,2,15.0,15.0,41.5,3.0,1678.0,Advanced,Classical,Queen's Pawn Game,True,0,-0.4211608095633899,0
TQmPPbZY,True,51,resign,white,m0davis,1757.0,vladimir-kramnik-1,1687,A01,Nimzo-Larsen Attack: Modern Variation #3,4,10.0,5.0,24.25,70.0,1722.0,Advanced,Rapid,Nimzo-Larsen Attack,False,1,-0.2636454775825235,0
TUD9thFU,True,74,resign,black,omid123,1666.0,vladimir-kramnik-1,1675,D00,Queen's Pawn Game: Chigorin Variation,3,5.0,8.0,19.87,-9.0,1670.0,Advanced,Blitz,Queen's Pawn Game,False,0,0.4609250495294619,0
